aberrantemente	ˌabexˌɐ̃ŋtemˈeɪŋtʃɪ	ˌabexɐ̃ŋtʃɪmˈeɪŋtʃɪ
perversamente	pˌeɾveɾsɐmˈeɪŋtʃɪ	pˌeɾvɛɾsɐmˈeɪŋtʃɪ
pesarosamente	pˌezaɾˌozɐmˈeɪŋtʃɪ	pˌezaɾɔzɐmˈeɪŋtʃɪ
piamente	pˌiɐmˈeɪŋtʃɪ	piɐmˈeɪŋtʃɪ
piedosamente	pˌiedˌozɐmˈeɪŋtʃɪ	pˌiedɔzɐmˈeɪŋtʃɪ
planamente	plˌɐnɐmˈeɪŋtʃɪ	plɐ̃nɐmˈeɪŋtʃɪ
platonicamente	plˌatonˌikɐmˈeɪŋtʃɪ	plˌatonikɐmˈeɪŋtʃɪ
plenamente	plˌenɐmˈeɪŋtʃɪ	plenɐmˈeɪŋtʃɪ
pobremente	pˌobɾemˈeɪŋtʃɪ	pɔbɾɪmˈeɪŋtʃɪ
poderosamente	pˌodeɾˌozɐmˈeɪŋtʃɪ	pˌodeɾɔzɐmˈeɪŋtʃɪ
poeticamente	pˌoetʃˌikɐmˈeɪŋtʃɪ	pˌoetʃikɐmˈeɪŋtʃɪ
polemicamente	pˌolemˌikɐmˈeɪŋtʃɪ	pˌolemikɐmˈeɪŋtʃɪ
politicamente	pˌolitʃˌikɐmˈeɪŋtʃɪ	pˌolitʃikɐmˈeɪŋtʃɪ
pomposamente	pˌompozɐmˈeɪŋtʃɪ	pˌompɔzɐmˈeɪŋtʃɪ
porcamente	pˌoɾkɐmˈeɪŋtʃɪ	pɔɾkɐmˈeɪŋtʃɪ
pormenorizadamente	pˌoɾmenˌoɾizˌadɐmˈeɪŋtʃɪ	pˌoɾmenˌoɾizadɐmˈeɪŋtʃɪ
positivamente	pˌozitʃˌivɐmˈeɪŋtʃɪ	pˌozitʃivɐmˈeɪŋtʃɪ
pragmaticamente	pɾˌaɡmatʃˌikɐmˈeɪŋtʃɪ	pɾˌaɡmatʃikɐmˈeɪŋtʃɪ
precedentemente	pɾˌesedˌeɪŋtemˈeɪŋtʃɪ	pɾˌesedeɪŋtʃɪmˈeɪŋtʃɪ
preciosamente	pɾˌesiˌozɐmˈeɪŋtʃɪ	pɾˌesiɔzɐmˈeɪŋtʃɪ
precocemente	pɾˌekosemˈeɪŋtʃɪ	pɾˌekɔsɪmˈeɪŋtʃɪ
predominantemente	pɾˌedomˌinɐ̃ŋtemˈeɪŋtʃɪ	pɾˌedomˌinɐ̃ŋtʃɪmˈeɪŋtʃɪ
preferentemente	pɾˌefeɾˌeɪŋtemˈeɪŋtʃɪ	pɾˌefeɾeɪŋtʃɪmˈeɪŋtʃɪ
preguiçosamente	pɾˌeɡisˌozɐmˈeɪŋtʃɪ	pɾˌeɡisɔzɐmˈeɪŋtʃɪ
prematuramente	pɾˌematˌuɾɐmˈeɪŋtʃɪ	pɾˌematuɾɐmˈeɪŋtʃɪ
presentemente	pɾˌezeɪŋtemˈeɪŋtʃɪ	pɾˌezeɪŋtʃɪmˈeɪŋtʃɪ
pressurosamente	pɾˌesuɾˌozɐmˈeɪŋtʃɪ	pɾˌesuɾɔzɐmˈeɪŋtʃɪ
prestesmente	pɾˌestezmˈeɪŋtʃɪ	pɾestɪsmˈeɪŋtʃɪ
presumidamente	pɾˌezumˌidɐmˈeɪŋtʃɪ	pɾˌezumidɐmˈeɪŋtʃɪ
presunçosamente	pɾˌezũŋsˌozɐmˈeɪŋtʃɪ	pɾˌezũŋsɔzɐmˈeɪŋtʃɪ
preventivamente	pɾˌeveɪŋtʃˌivɐmˈeɪŋtʃɪ	pɾˌeveɪŋtʃivɐmˈeɪŋtʃɪ
primariamente	pɾˌimaɾˌiɐmˈeɪŋtʃɪ	pɾˌimaɾiɐmˈeɪŋtʃɪ
primitivamente	pɾˌimitʃˌivɐmˈeɪŋtʃɪ	pɾˌimitʃivɐmˈeɪŋtʃɪ
primorosamente	pɾˌimoɾˌozɐmˈeɪŋtʃɪ	pɾˌimoɾɔzɐmˈeɪŋtʃɪ
prioritariamente	pɾˌioɾˌitaɾˌiɐmˈeɪŋtʃɪ	pɾˌioɾˌitaɾiɐmˈeɪŋtʃɪ
privativamente	pɾˌivatʃˌivɐmˈeɪŋtʃɪ	pɾˌivatʃivɐmˈeɪŋtʃɪ
probabilisticamente	pɾˌobabˌilistʃˌikɐmˈeɪŋtʃɪ	pɾˌobabˌilistʃikɐmˈeɪŋtʃɪ
prodigiosamente	pɾˌodʒiʒˌiozɐmˈeɪŋtʃɪ	pɾˌodʒiʒˌiɔzɐmˈeɪŋtʃɪ
produtivamente	pɾˌodutʃˌivɐmˈeɪŋtʃɪ	pɾˌodutʃivɐmˈeɪŋtʃɪ
proeminentemente	pɾˌoemˌineɪŋtemˈeɪŋtʃɪ	pɾˌoemˌineɪŋtʃɪmˈeɪŋtʃɪ
proficientemente	pɾˌofisˌieɪŋtemˈeɪŋtʃɪ	pɾˌofisˌieɪŋtʃɪmˈeɪŋtʃɪ
proficuamente	pɾˌofikˌuɐmˈeɪŋtʃɪ	pɾˌofikuɐmˈeɪŋtʃɪ
programadamente	pɾˌoɡɾɐmˌadɐmˈeɪŋtʃɪ	pɾˌoɡɾɐmadɐmˈeɪŋtʃɪ
progressivamente	pɾˌoɡɾesˌivɐmˈeɪŋtʃɪ	pɾˌoɡɾesivɐmˈeɪŋtʃɪ
proibitivamente	pɾˌoɪbitʃˌivɐmˈeɪŋtʃɪ	pɾˌoɪbitʃivɐmˈeɪŋtʃɪ
prolongadamente	pɾˌoloŋɡˌadɐmˈeɪŋtʃɪ	pɾˌoloŋɡadɐmˈeɪŋtʃɪ
prontamente	pɾˌoŋtɐmˈeɪŋtʃɪ	pɾoŋtɐmˈeɪŋtʃɪ
prosperamente	pɾˌospeɾɐmˈeɪŋtʃɪ	pɾˌospɛɾɐmˈeɪŋtʃɪ
prudentemente	pɾˌudeɪŋtemˈeɪŋtʃɪ	pɾˌudeɪŋtʃɪmˈeɪŋtʃɪ
puramente	pˌuɾɐmˈeɪŋtʃɪ	puɾɐmˈeɪŋtʃɪ
quitemente	kˌitemˈeɪŋtʃɪ	kitʃɪmˈeɪŋtʃɪ
quotidianamente	kwˌotʃidʒˌiɐnɐmˈeɪŋtʃɪ	kwˌotʃidʒˌiɐ̃nɐmˈeɪŋtʃɪ
radiantemente	xˌadʒiˌɐ̃ŋtemˈeɪŋtʃɪ	xˌadʒiɐ̃ŋtʃɪmˈeɪŋtʃɪ
raivosamente	xˌaɪvozɐmˈeɪŋtʃɪ	xˌaɪvɔzɐmˈeɪŋtʃɪ
rancorosamente	xˌɐ̃ŋkoɾˌozɐmˈeɪŋtʃɪ	xˌɐ̃ŋkoɾɔzɐmˈeɪŋtʃɪ
raramente	xˌaɾɐmˈeɪŋtʃɪ	xaɾɐmˈeɪŋtʃɪ
rasamente	xˌazɐmˈeɪŋtʃɪ	xazɐmˈeɪŋtʃɪ
reabertamente	xˌeabˌeɾtɐmˈeɪŋtʃɪ	xˌeabɛɾtɐmˈeɪŋtʃɪ
reagradecidamente	xˌeaɡɾˌadesˌidɐmˈeɪŋtʃɪ	xˌeaɡɾˌadesidɐmˈeɪŋtʃɪ
reaproximadamente	xˌeapɾˌosimˌadɐmˈeɪŋtʃɪ	xˌeapɾˌosimadɐmˈeɪŋtʃɪ
rebeldemente	xˌebɛʊdemˈeɪŋtʃɪ	xˌebɛʊdʒɪmˈeɪŋtʃɪ
recatadamente	xˌekatˌadɐmˈeɪŋtʃɪ	xˌekatadɐmˈeɪŋtʃɪ
recentemente	xˌeseɪŋtemˈeɪŋtʃɪ	xˌeseɪŋtʃɪmˈeɪŋtʃɪ
reciprocamente	xˌesipɾˌokɐmˈeɪŋtʃɪ	xˌesipɾɔkɐmˈeɪŋtʃɪ
recolhidamente	xˌekoʎˌidɐmˈeɪŋtʃɪ	xˌekoʎidɐmˈeɪŋtʃɪ
recursivamente	xˌekuɾsˌivɐmˈeɪŋtʃɪ	xˌekuɾsivɐmˈeɪŋtʃɪ
redundantemente	xˌedũŋdˌɐ̃ŋtemˈeɪŋtʃɪ	xˌedũŋdɐ̃ŋtʃɪmˈeɪŋtʃɪ
reequilibradamente	xˌeekˌilibɾˌadɐmˈeɪŋtʃɪ	xˌeekˌilibɾadɐmˈeɪŋtʃɪ
reflexivamente	xˌefleksˌivɐmˈeɪŋtʃɪ	xˌefleksivɐmˈeɪŋtʃɪ
regaladamente	xˌeɡalˌadɐmˈeɪŋtʃɪ	xˌeɡaladɐmˈeɪŋtʃɪ
regressivamente	xˌeɡɾesˌivɐmˈeɪŋtʃɪ	xˌeɡɾesivɐmˈeɪŋtʃɪ
reguladamente	xˌeɡulˌadɐmˈeɪŋtʃɪ	xˌeɡuladɐmˈeɪŋtʃɪ
reimplemente	xˌeimplemˈeɪŋtʃɪ	xˌeimplɪmˈeɪŋtʃɪ
reiteradamente	xˌeɪteɾˌadɐmˈeɪŋtʃɪ	xˌeɪteɾadɐmˈeɪŋtʃɪ
relativamente	xˌelatʃˌivɐmˈeɪŋtʃɪ	xˌelatʃivɐmˈeɪŋtʃɪ
relevantemente	xˌelevˌɐ̃ŋtemˈeɪŋtʃɪ	xˌelevɐ̃ŋtʃɪmˈeɪŋtʃɪ
religiosamente	xˌeliʒˌiozɐmˈeɪŋtʃɪ	xˌeliʒˌiɔzɐmˈeɪŋtʃɪ
relutantemente	xˌelutˌɐ̃ŋtemˈeɪŋtʃɪ	xˌelutɐ̃ŋtʃɪmˈeɪŋtʃɪ
remotamente	xˌemotɐmˈeɪŋtʃɪ	xˌemɔtɐmˈeɪŋtʃɪ
remunerativamente	xˌemunˌeɾatʃˌivɐmˈeɪŋtʃɪ	xˌemunˌeɾatʃivɐmˈeɪŋtʃɪ
renitentemente	xˌenitˌeɪŋtemˈeɪŋtʃɪ	xˌeniteɪŋtʃɪmˈeɪŋtʃɪ
repentinamente	xˌepeɪŋtʃˌinɐmˈeɪŋtʃɪ	xˌepeɪŋtʃinɐmˈeɪŋtʃɪ
repetidamente	xˌepetʃˌidɐmˈeɪŋtʃɪ	xˌepetʃidɐmˈeɪŋtʃɪ
repressivamente	xˌepɾesˌivɐmˈeɪŋtʃɪ	xˌepɾesivɐmˈeɪŋtʃɪ
reservadamente	xˌezeɾvˌadɐmˈeɪŋtʃɪ	xˌezeɾvadɐmˈeɪŋtʃɪ
resignadamente	xˌeziɡnˌadɐmˈeɪŋtʃɪ	xˌeziɡnadɐmˈeɪŋtʃɪ
resistentemente	xˌezistˌeɪŋtemˈeɪŋtʃɪ	xˌezisteɪŋtʃɪmˈeɪŋtʃɪ
resolutamente	xˌezolˌutɐmˈeɪŋtʃɪ	xˌezolutɐmˈeɪŋtʃɪ
respectivamente	xˌespektʃˌivɐmˈeɪŋtʃɪ	xˌespektʃivɐmˈeɪŋtʃɪ
respeitadamente	xˌespeɪtˌadɐmˈeɪŋtʃɪ	xˌespeɪtadɐmˈeɪŋtʃɪ
respeitosamente	xˌespeɪtˌozɐmˈeɪŋtʃɪ	xˌespeɪtɔzɐmˈeɪŋtʃɪ
respetivamente	xˌespetʃˌivɐmˈeɪŋtʃɪ	xˌespetʃivɐmˈeɪŋtʃɪ
resplandecentemente	xˌesplɐ̃ŋdˌeseɪŋtemˈeɪŋtʃɪ	xˌesplɐ̃ŋdˌeseɪŋtʃɪmˈeɪŋtʃɪ
ressonantemente	xˌesonˌɐ̃ŋtemˈeɪŋtʃɪ	xˌesonɐ̃ŋtʃɪmˈeɪŋtʃɪ
restritivamente	xˌestɾitʃˌivɐmˈeɪŋtʃɪ	xˌestɾitʃivɐmˈeɪŋtʃɪ
resumidamente	xˌezumˌidɐmˈeɪŋtʃɪ	xˌezumidɐmˈeɪŋtʃɪ
retamente	xˌetɐmˈeɪŋtʃɪ	xɛtɐmˈeɪŋtʃɪ
reverentemente	xˌeveɾˌeɪŋtemˈeɪŋtʃɪ	xˌeveɾeɪŋtʃɪmˈeɪŋtʃɪ
revezadamente	xˌevezˌadɐmˈeɪŋtʃɪ	xˌevezadɐmˈeɪŋtʃɪ
revolucionariamente	xˌevolˌusɪˌonaɾˌiɐmˈeɪŋtʃɪ	xˌevolˌusɪˌonaɾiɐmˈeɪŋtʃɪ
ricamente	xˌikɐmˈeɪŋtʃɪ	xikɐmˈeɪŋtʃɪ
ridiculamente	xˌidʒikˌulɐmˈeɪŋtʃɪ	xˌidʒikulɐmˈeɪŋtʃɪ
rigorosamente	xˌiɡoɾˌozɐmˈeɪŋtʃɪ	xˌiɡoɾɔzɐmˈeɪŋtʃɪ
rijamente	xˌiʒɐmˈeɪŋtʃɪ	xiʒɐmˈeɪŋtʃɪ
romanticamente	xˌomɐ̃ŋtʃˌikɐmˈeɪŋtʃɪ	xˌomɐ̃ŋtʃikɐmˈeɪŋtʃɪ
rotativamente	xˌotatʃˌivɐmˈeɪŋtʃɪ	xˌotatʃivɐmˈeɪŋtʃɪ
rotineiramente	xˌotʃinˌeɪɾɐmˈeɪŋtʃɪ	xˌotʃineɪɾɐmˈeɪŋtʃɪ
roucamente	xˌoʊkɐmˈeɪŋtʃɪ	xoʊkɐmˈeɪŋtʃɪ
rudemente	xˌudemˈeɪŋtʃɪ	xudʒɪmˈeɪŋtʃɪ
ruidosamente	xˌuidˌozɐmˈeɪŋtʃɪ	xˌuidɔzɐmˈeɪŋtʃɪ
ruinosamente	xˌuinˌozɐmˈeɪŋtʃɪ	xˌuinɔzɐmˈeɪŋtʃɪ
saborosamente	sˌaboɾˌozɐmˈeɪŋtʃɪ	sˌaboɾɔzɐmˈeɪŋtʃɪ
sacramente	sˌakɾɐmˈeɪŋtʃɪ	sakɾɐmˈeɪŋtʃɪ
sagazmente	sˌaɡazmˈeɪŋtʃɪ	sˌaɡasmˈeɪŋtʃɪ
salteadamente	sˌaʊteˌadɐmˈeɪŋtʃɪ	sˌaʊteadɐmˈeɪŋtʃɪ
sarcasticamente	sˌaɾkastʃˌikɐmˈeɪŋtʃɪ	sˌaɾkastʃikɐmˈeɪŋtʃɪ
satiricamente	sˌatʃiɾˌikɐmˈeɪŋtʃɪ	sˌatʃiɾikɐmˈeɪŋtʃɪ
satisfatoriamente	sˌatʃisfˌatoɾˌiɐmˈeɪŋtʃɪ	sˌatʃisfˌatoɾiɐmˈeɪŋtʃɪ
secamente	sˌekɐmˈeɪŋtʃɪ	sɛkɐmˈeɪŋtʃɪ
secretamente	sˌekɾetɐmˈeɪŋtʃɪ	sˌekɾɛtɐmˈeɪŋtʃɪ
seguintemente	sˌeɡiŋtemˈeɪŋtʃɪ	sˌeɡiŋtʃɪmˈeɪŋtʃɪ
seletivamente	sˌeletʃˌivɐmˈeɪŋtʃɪ	sˌeletʃivɐmˈeɪŋtʃɪ
selvaticamente	sˌɛʊvatʃˌikɐmˈeɪŋtʃɪ	sˌɛʊvatʃikɐmˈeɪŋtʃɪ
semanalmente	sˌemɐnaʊmˈeɪŋtʃɪ	sˌemɐ̃naʊmˈeɪŋtʃɪ
semanticamente	sˌemɐ̃ŋtʃˌikɐmˈeɪŋtʃɪ	sˌemɐ̃ŋtʃikɐmˈeɪŋtʃɪ
sensitivamente	sˌeɪŋsitʃˌivɐmˈeɪŋtʃɪ	sˌeɪŋsitʃivɐmˈeɪŋtʃɪ
separadamente	sˌepaɾˌadɐmˈeɪŋtʃɪ	sˌepaɾadɐmˈeɪŋtʃɪ
seriamente	sˌeɾiɐmˈeɪŋtʃɪ	sˈeɾiɐmˌeɪŋtʃɪ
serodiamente	sˌeɾodʒˌiɐmˈeɪŋtʃɪ	sˌeɾodʒiɐmˈeɪŋtʃɪ
severamente	sˌeveɾɐmˈeɪŋtʃɪ	sˌevɛɾɐmˈeɪŋtʃɪ
sexuadamente	sˌeksuˌadɐmˈeɪŋtʃɪ	sˌeksuadɐmˈeɪŋtʃɪ
significativamente	sˌiɡnifˌikatʃˌivɐmˈeɪŋtʃɪ	sˌiɡnifˌikatʃivɐmˈeɪŋtʃɪ
silenciosamente	sˌileɪŋsˌiozɐmˈeɪŋtʃɪ	sˌileɪŋsˌiɔzɐmˈeɪŋtʃɪ
simbolicamente	sˌimbolˌikɐmˈeɪŋtʃɪ	sˌimbolikɐmˈeɪŋtʃɪ
simetricamente	sˌimetɾˌikɐmˈeɪŋtʃɪ	sˌimetɾikɐmˈeɪŋtʃɪ
simpaticamente	sˌimpatʃˌikɐmˈeɪŋtʃɪ	sˌimpatʃikɐmˈeɪŋtʃɪ
simplesmente	sˌimplezmˈeɪŋtʃɪ	simplɪsmˈeɪŋtʃɪ
sinceramente	sˌiŋseɾɐmˈeɪŋtʃɪ	sˌiŋsɛɾɐmˈeɪŋtʃɪ
sintaticamente	sˌiŋtatʃˌikɐmˈeɪŋtʃɪ	sˌiŋtatʃikɐmˈeɪŋtʃɪ
sinteticamente	sˌiŋtetʃˌikɐmˈeɪŋtʃɪ	sˌiŋtetʃikɐmˈeɪŋtʃɪ
sinuosamente	sˌinwozɐmˈeɪŋtʃɪ	sˌinwɔzɐmˈeɪŋtʃɪ
soberanamente	sˌobeɾˌɐnɐmˈeɪŋtʃɪ	sˌobeɾɐ̃nɐmˈeɪŋtʃɪ
socraticamente	sˌokɾatʃˌikɐmˈeɪŋtʃɪ	sˌokɾatʃikɐmˈeɪŋtʃɪ
sofregamente	sˌofɾeɡɐmˈeɪŋtʃɪ	sˌofɾɛɡɐmˈeɪŋtʃɪ
solapadamente	sˌolapˌadɐmˈeɪŋtʃɪ	sˌolapadɐmˈeɪŋtʃɪ
solenemente	sˌolenemˈeɪŋtʃɪ	sˌolenɪmˈeɪŋtʃɪ
sonegadamente	sˌoneɡˌadɐmˈeɪŋtʃɪ	sˌoneɡadɐmˈeɪŋtʃɪ
sonolentamente	sˌonolˌeɪŋtɐmˈeɪŋtʃɪ	sˌonoleɪŋtɐmˈeɪŋtʃɪ
sonoramente	sˌonoɾɐmˈeɪŋtʃɪ	sˌonɔɾɐmˈeɪŋtʃɪ
sorrateiramente	sˌoxatˌeɪɾɐmˈeɪŋtʃɪ	sˌoxateɪɾɐmˈeɪŋtʃɪ
sossegadamente	sˌoseɡˌadɐmˈeɪŋtʃɪ	sˌoseɡadɐmˈeɪŋtʃɪ
suavemente	sˌuavemˈeɪŋtʃɪ	sˌuavɪmˈeɪŋtʃɪ
subconjuntamente	sˌubkoŋʒˌũŋtɐmˈeɪŋtʃɪ	sˌubkoŋʒũŋtɐmˈeɪŋtʃɪ
subdesenvolvidamente	sˌubdezˌeɪŋvoʊvˌidɐmˈeɪŋtʃɪ	sˌubdezˌeɪŋvoʊvidɐmˈeɪŋtʃɪ
subjetivamente	sˌubʒetʃˌivɐmˈeɪŋtʃɪ	sˌubʒetʃivɐmˈeɪŋtʃɪ
subsequentemente	sˌubsekwˌeɪŋtemˈeɪŋtʃɪ	sˌubsekweɪŋtʃɪmˈeɪŋtʃɪ
subseqüentemente	sˌubsekwˌeɪŋtemˈeɪŋtʃɪ	sˌubsekweɪŋtʃɪmˈeɪŋtʃɪ
substantivamente	sˌubstɐ̃ŋtʃˌivɐmˈeɪŋtʃɪ	sˌubstɐ̃ŋtʃivɐmˈeɪŋtʃɪ
sucessivamente	sˌusesˌivɐmˈeɪŋtʃɪ	sˌusesivɐmˈeɪŋtʃɪ
suficientemente	sˌufisˌieɪŋtemˈeɪŋtʃɪ	sˌufisˌieɪŋtʃɪmˈeɪŋtʃɪ
sugestivamente	sˌuʒestʃˌivɐmˈeɪŋtʃɪ	sˌuʒestʃivɐmˈeɪŋtʃɪ
sumamente	sˌumɐmˈeɪŋtʃɪ	sumɐmˈeɪŋtʃɪ
sumariamente	sˌumaɾˌiɐmˈeɪŋtʃɪ	sˌumaɾiɐmˈeɪŋtʃɪ
sumptuosamente	sˌũmptwozɐmˈeɪŋtʃɪ	sˌũmptwɔzɐmˈeɪŋtʃɪ
suplemente	sˌuplemˈeɪŋtʃɪ	suplɪmˈeɪŋtʃɪ
supletivamente	sˌupletʃˌivɐmˈeɪŋtʃɪ	sˌupletʃivɐmˈeɪŋtʃɪ
suportadamente	sˌupoɾtˌadɐmˈeɪŋtʃɪ	sˌupoɾtadɐmˈeɪŋtʃɪ
supostamente	sˌupostɐmˈeɪŋtʃɪ	sˌupɔstɐmˈeɪŋtʃɪ
surdamente	sˌuɾdɐmˈeɪŋtʃɪ	suɾdɐmˈeɪŋtʃɪ
surpreendentemente	sˌuɾpɾeˌeɪŋdeɪŋtemˈeɪŋtʃɪ	sˌuɾpɾeˌeɪŋdeɪŋtʃɪmˈeɪŋtʃɪ
suspeitosamente	sˌuspeɪtˌozɐmˈeɪŋtʃɪ	sˌuspeɪtɔzɐmˈeɪŋtʃɪ
taxativamente	tˌaʃatʃˌivɐmˈeɪŋtʃɪ	tˌaʃatʃivɐmˈeɪŋtʃɪ
teimosamente	tˌeɪmozɐmˈeɪŋtʃɪ	tˌeɪmɔzɐmˈeɪŋtʃɪ
tematicamente	tˌematʃˌikɐmˈeɪŋtʃɪ	tˌematʃikɐmˈeɪŋtʃɪ
temerosamente	tˌemeɾˌozɐmˈeɪŋtʃɪ	tˌemeɾɔzɐmˈeɪŋtʃɪ
temorosamente	tˌemoɾˌozɐmˈeɪŋtʃɪ	tˌemoɾɔzɐmˈeɪŋtʃɪ
temperadamente	tˌeɪmpeɾˌadɐmˈeɪŋtʃɪ	tˌeɪmpeɾadɐmˈeɪŋtʃɪ
tempestuosamente	tˌeɪmpestwˌozɐmˈeɪŋtʃɪ	tˌeɪmpestwɔzɐmˈeɪŋtʃɪ
tenazmente	tˌenazmˈeɪŋtʃɪ	tˌenasmˈeɪŋtʃɪ
tensamente	tˌeɪŋsɐmˈeɪŋtʃɪ	teɪŋsɐmˈeɪŋtʃɪ
tentadoramente	tˌeɪŋtadˌoɾɐmˈeɪŋtʃɪ	tˌeɪŋtadoɾɐmˈeɪŋtʃɪ
tentativamente	tˌeɪŋtatʃˌivɐmˈeɪŋtʃɪ	tˌeɪŋtatʃivɐmˈeɪŋtʃɪ
tenuemente	tˌenuemˈeɪŋtʃɪ	tˌenuɪmˈeɪŋtʃɪ
teoricamente	tˌeoɾˌikɐmˈeɪŋtʃɪ	tˌeoɾikɐmˈeɪŋtʃɪ
terminantemente	tˌeɾminˌɐ̃ŋtemˈeɪŋtʃɪ	tˌeɾminɐ̃ŋtʃɪmˈeɪŋtʃɪ
ternamente	tˌeɾnɐmˈeɪŋtʃɪ	tɛɾnɐmˈeɪŋtʃɪ
terrificamente	tˌexifˌikɐmˈeɪŋtʃɪ	tˌexifikɐmˈeɪŋtʃɪ
toleradamente	tˌoleɾˌadɐmˈeɪŋtʃɪ	tˌoleɾadɐmˈeɪŋtʃɪ
tontamente	tˌoŋtɐmˈeɪŋtʃɪ	toŋtɐmˈeɪŋtʃɪ
torpemente	tˌoɾpemˈeɪŋtʃɪ	tɔɾpɪmˈeɪŋtʃɪ
tortuosamente	tˌoɾtwozɐmˈeɪŋtʃɪ	tˌoɾtwɔzɐmˈeɪŋtʃɪ
toscamente	tˌoskɐmˈeɪŋtʃɪ	toskɐmˈeɪŋtʃɪ
trabalhosamente	tɾˌabaʎˌozɐmˈeɪŋtʃɪ	tɾˌabaʎɔzɐmˈeɪŋtʃɪ
traiçoeiramente	tɾˌaɪsoˌeɪɾɐmˈeɪŋtʃɪ	tɾˌaɪsoeɪɾɐmˈeɪŋtʃɪ
transcendentemente	tɾˌɐ̃ŋseɪŋdˌeɪŋtemˈeɪŋtʃɪ	tɾˌɐ̃ŋseɪŋdeɪŋtʃɪmˈeɪŋtʃɪ
traumaticamente	tɾˌaʊmatʃˌikɐmˈeɪŋtʃɪ	tɾˌaʊmatʃikɐmˈeɪŋtʃɪ
trigonometricamente	tɾˌiɡonˌometɾˌikɐmˈeɪŋtʃɪ	tɾˌiɡonˌometɾikɐmˈeɪŋtʃɪ
tristemente	tɾˌistemˈeɪŋtʃɪ	tɾistʃɪmˈeɪŋtʃɪ
turisticamente	tˌuɾistʃˌikɐmˈeɪŋtʃɪ	tˌuɾistʃikɐmˈeɪŋtʃɪ
unanimemente	ˌunɐnˌimemˈeɪŋtʃɪ	ˌunɐnimɪmˈeɪŋtʃɪ
uniformemente	ˌunifˌoɾmemˈeɪŋtʃɪ	ˌunifɔɾmɪmˈeɪŋtʃɪ
univocamente	ˌunivˌokɐmˈeɪŋtʃɪ	ˌunivɔkɐmˈeɪŋtʃɪ
urgentemente	ˌuɾʒeɪŋtemˈeɪŋtʃɪ	ˌuɾʒeɪŋtʃɪmˈeɪŋtʃɪ
vagamente	vˌaɡɐmˈeɪŋtʃɪ	vaɡɐmˈeɪŋtʃɪ
vagarosamente	vˌaɡaɾˌozɐmˈeɪŋtʃɪ	vˌaɡaɾɔzɐmˈeɪŋtʃɪ
valentemente	vˌaleɪŋtemˈeɪŋtʃɪ	vˌaleɪŋtʃɪmˈeɪŋtʃɪ
valiosamente	vˌaliˌozɐmˈeɪŋtʃɪ	vˌaliɔzɐmˈeɪŋtʃɪ
valorosamente	vˌaloɾˌozɐmˈeɪŋtʃɪ	vˌaloɾɔzɐmˈeɪŋtʃɪ
vantajosamente	vˌɐ̃ŋtaʒˌozɐmˈeɪŋtʃɪ	vˌɐ̃ŋtaʒɔzɐmˈeɪŋtʃɪ
variadamente	vˌaɾiˌadɐmˈeɪŋtʃɪ	vˌaɾiadɐmˈeɪŋtʃɪ
veemente	vˌeemˈeɪŋtʃɪ	vˌimˈeɪŋtʃɪ
veementemente	vˌeemˌeɪŋtemˈeɪŋtʃɪ	vˌeemˈeɪŋtʃɪmˈeɪŋtʃɪ
velozmente	vˌelozmˈeɪŋtʃɪ	vˌelɔsmˈeɪŋtʃɪ
verdadeiramente	vˌeɾdadˌeɪɾɐmˈeɪŋtʃɪ	vˌeɾdadeɪɾɐmˈeɪŋtʃɪ
vergonhosamente	vˌeɾɡoɲˌozɐmˈeɪŋtʃɪ	vˌeɾɡoɲɔzɐmˈeɪŋtʃɪ
vertiginosamente	vˌeɾtʃiʒˌinozɐmˈeɪŋtʃɪ	vˌeɾtʃiʒˌinɔzɐmˈeɪŋtʃɪ
viçosamente	vˌisozɐmˈeɪŋtʃɪ	vˌisɔzɐmˈeɪŋtʃɪ
vigorosamente	vˌiɡoɾˌozɐmˈeɪŋtʃɪ	vˌiɡoɾɔzɐmˈeɪŋtʃɪ
violentamente	vˌiolˌeɪŋtɐmˈeɪŋtʃɪ	vˌioleɪŋtɐmˈeɪŋtʃɪ
virtuosamente	vˌiɾtwozɐmˈeɪŋtʃɪ	vˌiɾtwɔzɐmˈeɪŋtʃɪ
virulentamente	vˌiɾulˌeɪŋtɐmˈeɪŋtʃɪ	vˌiɾuleɪŋtɐmˈeɪŋtʃɪ
vitoriosamente	vˌitoɾˌiozɐmˈeɪŋtʃɪ	vˌitoɾˌiɔzɐmˈeɪŋtʃɪ
vivamente	vˌivɐmˈeɪŋtʃɪ	vivɐmˈeɪŋtʃɪ
voluptuosamente	vˌoluptwˌozɐmˈeɪŋtʃɪ	vˌoluptwɔzɐmˈeɪŋtʃɪ
zelosamente	zˌelozɐmˈeɪŋtʃɪ	zˌelɔzɐmˈeɪŋtʃɪ
