aberrantemente	ˌabexˌɐ̃ŋtemˈeɪŋtʃɪ	ˌabexɐ̃ŋtʃɪmˈeɪŋtʃɪ
externamente	ˌesteɾnɐmˈeɪŋtʃɪ	ˌestɛɾnɐmˈeɪŋtʃɪ
extrajudicialmente	ˌestɾaʒˌudʒisˌiaʊmˈeɪŋtʃɪ	ˌestɾaʒˌudʒisˌiaʊmˈeɪŋtʃɪ
extraordinariamente	ˌestɾaˌoɾdʒinˌaɾiɐmˈeɪŋtʃɪ	ˌestɾaˌoɾdʒinˌaɾiɐmˈeɪŋtʃɪ
extravagantemente	ˌestɾavˌaɡɐ̃ŋtemˈeɪŋtʃɪ	ˌestɾavˌaɡɐ̃ŋtʃɪmˈeɪŋtʃɪ
extremamente	ˌestɾemɐmˈeɪŋtʃɪ	ˌestɾemɐmˈeɪŋtʃɪ
extremosamente	ˌestɾemˌozɐmˈeɪŋtʃɪ	ˌestɾemɔzɐmˈeɪŋtʃɪ
extrudidamente	ˌestɾudʒˌidɐmˈeɪŋtʃɪ	ˌestɾudʒidɐmˈeɪŋtʃɪ
exuberantemente	ˌezubˌeɾɐ̃ŋtemˈeɪŋtʃɪ	ˌezubˌeɾɐ̃ŋtʃɪmˈeɪŋtʃɪ
fabulosamente	fˌabulˌozɐmˈeɪŋtʃɪ	fˌabulɔzɐmˈeɪŋtʃɪ
facilmente	fˌasiʊmˈeɪŋtʃɪ	fˌasiʊmˈeɪŋtʃɪ
falaciosamente	fˌalasˌiozɐmˈeɪŋtʃɪ	fˌalasˌiɔzɐmˈeɪŋtʃɪ
falsamente	fˌaʊsɐmˈeɪŋtʃɪ	faʊsɐmˈeɪŋtʃɪ
familiarmente	fˌɐmilˌiaɾmˈeɪŋtʃɪ	fˌɐmilˌiaɾmˈeɪŋtʃɪ
fanaticamente	fˌɐnatʃˌikɐmˈeɪŋtʃɪ	fˌɐnatʃikɐmˈeɪŋtʃɪ
fantasticamente	fˌɐ̃ŋtastʃˌikɐmˈeɪŋtʃɪ	fˌɐ̃ŋtastʃikɐmˈeɪŋtʃɪ
fartamente	fˌaɾtɐmˈeɪŋtʃɪ	faɾtɐmˈeɪŋtʃɪ
fatalmente	fˌataʊmˈeɪŋtʃɪ	fˌataʊmˈeɪŋtʃɪ
fatigadamente	fˌatʃiɡˌadɐmˈeɪŋtʃɪ	fˌatʃiɡadɐmˈeɪŋtʃɪ
faustosamente	fˌaʊstozɐmˈeɪŋtʃɪ	fˌaʊstɔzɐmˈeɪŋtʃɪ
favoravelmente	fˌavoɾˌavɛʊmˈeɪŋtʃɪ	fˌavoɾˌavɛʊmˈeɪŋtʃɪ
febrilmente	fˌebɾiʊmˈeɪŋtʃɪ	fˌebɾiʊmˈeɪŋtʃɪ
feiamente	fˌeɪɐmˈeɪŋtʃɪ	feɪɐmˈeɪŋtʃɪ
felizmente	fˌelizmˈeɪŋtʃɪ	fˌelismˈeɪŋtʃɪ
fermente	fˌeɾmˈeɪŋtʃɪ	fˌeɾmˈeɪŋtʃɪ
ferozmente	fˌeɾozmˈeɪŋtʃɪ	fˌeɾɔsmˈeɪŋtʃɪ
fervorosamente	fˌeɾvoɾˌozɐmˈeɪŋtʃɪ	fˌeɾvoɾɔzɐmˈeɪŋtʃɪ
festivamente	fˌestʃivɐmˈeɪŋtʃɪ	fˌestʃivɐmˈeɪŋtʃɪ
ficticiamente	fˌiktʃisˌiɐmˈeɪŋtʃɪ	fˌiktʃisiɐmˈeɪŋtʃɪ
fielmente	fˌiɛʊmˈeɪŋtʃɪ	fˌiɛʊmˈeɪŋtʃɪ
figuradamente	fˌiɡuɾˌadɐmˈeɪŋtʃɪ	fˌiɡuɾadɐmˈeɪŋtʃɪ
filosoficamente	fˌilozˌofikɐmˈeɪŋtʃɪ	fˌilozˌofikɐmˈeɪŋtʃɪ
finalmente	fˌinaʊmˈeɪŋtʃɪ	fˌinaʊmˈeɪŋtʃɪ
finamente	fˌinɐmˈeɪŋtʃɪ	finɐmˈeɪŋtʃɪ
financeiramente	fˌinɐ̃ŋsˌeɪɾɐmˈeɪŋtʃɪ	fˌinɐ̃ŋseɪɾɐmˈeɪŋtʃɪ
fingidamente	fˌiŋʒidɐmˈeɪŋtʃɪ	fˌiŋʒidɐmˈeɪŋtʃɪ
finitamente	fˌinitɐmˈeɪŋtʃɪ	fˌinitɐmˈeɪŋtʃɪ
firmemente	fˌiɾmemˈeɪŋtʃɪ	fiɾmɪmˈeɪŋtʃɪ
fiscalmente	fˌiskaʊmˈeɪŋtʃɪ	fˌiskaʊmˈeɪŋtʃɪ
fisicamente	fˌizikɐmˈeɪŋtʃɪ	fˌizikɐmˈeɪŋtʃɪ
fisiologicamente	fˌiziˌoloʒˌikɐmˈeɪŋtʃɪ	fˌiziˌoloʒikɐmˈeɪŋtʃɪ
fixamente	fˌiksɐmˈeɪŋtʃɪ	fiksɐmˈeɪŋtʃɪ
flagrantemente	flˌaɡɾɐ̃ŋtemˈeɪŋtʃɪ	flˌaɡɾɐ̃ŋtʃɪmˈeɪŋtʃɪ
fleumaticamente	flˌeʊmatʃˌikɐmˈeɪŋtʃɪ	flˌeʊmatʃikɐmˈeɪŋtʃɪ
flexivelmente	flˌeksivɛʊmˈeɪŋtʃɪ	flˌeksivɛʊmˈeɪŋtʃɪ
fluentemente	flˌueɪŋtemˈeɪŋtʃɪ	flˌueɪŋtʃɪmˈeɪŋtʃɪ
fogosamente	fˌoɡozɐmˈeɪŋtʃɪ	fˌoɡɔzɐmˈeɪŋtʃɪ
folgadamente	fˌoʊɡadɐmˈeɪŋtʃɪ	fˌoʊɡadɐmˈeɪŋtʃɪ
fomente	fˌomˈeɪŋtʃɪ	fˌomˈeɪŋtʃɪ
foneticamente	fˌonetʃˌikɐmˈeɪŋtʃɪ	fˌonetʃikɐmˈeɪŋtʃɪ
fonologicamente	fˌonolˌoʒikɐmˈeɪŋtʃɪ	fˌonolˌoʒikɐmˈeɪŋtʃɪ
forçadamente	fˌoɾsadɐmˈeɪŋtʃɪ	fˌoɾsadɐmˈeɪŋtʃɪ
forçosamente	fˌoɾsozɐmˈeɪŋtʃɪ	fˌoɾsɔzɐmˈeɪŋtʃɪ
formalmente	fˌoɾmaʊmˈeɪŋtʃɪ	fˌoɾmaʊmˈeɪŋtʃɪ
formidavelmente	fˌoɾmidˌavɛʊmˈeɪŋtʃɪ	fˌoɾmidˌavɛʊmˈeɪŋtʃɪ
fortemente	fˌoɾtemˈeɪŋtʃɪ	fɔɾtʃɪmˈeɪŋtʃɪ
fortuitamente	fˌoɾtuɪtɐmˈeɪŋtʃɪ	fˌoɾtuɪtɐmˈeɪŋtʃɪ
fracamente	fɾˌakɐmˈeɪŋtʃɪ	fɾakɐmˈeɪŋtʃɪ
fragmente	fɾˌaɡmˈeɪŋtʃɪ	fɾˌaɡmˈeɪŋtʃɪ
francamente	fɾˌɐ̃ŋkɐmˈeɪŋtʃɪ	fɾɐ̃ŋkɐmˈeɪŋtʃɪ
fraternalmente	fɾˌateɾnaʊmˈeɪŋtʃɪ	fɾˌateɾnaʊmˈeɪŋtʃɪ
fraudulentamente	fɾˌaʊdulˌeɪŋtɐmˈeɪŋtʃɪ	fɾˌaʊduleɪŋtɐmˈeɪŋtʃɪ
fremente	fɾˌemˈeɪŋtʃɪ	fɾˌemˈeɪŋtʃɪ
freneticamente	fɾˌenetʃˌikɐmˈeɪŋtʃɪ	fɾˌenetʃikɐmˈeɪŋtʃɪ
frequentemente	fɾˌekweɪŋtemˈeɪŋtʃɪ	fɾˌekweɪŋtʃɪmˈeɪŋtʃɪ
freqüentemente	fɾˌekweɪŋtemˈeɪŋtʃɪ	fɾˌekweɪŋtʃɪmˈeɪŋtʃɪ
friamente	fɾˌiɐmˈeɪŋtʃɪ	fɾiɐmˈeɪŋtʃɪ
frigidamente	fɾˌiʒidɐmˈeɪŋtʃɪ	fɾˌiʒidɐmˈeɪŋtʃɪ
frivolamente	fɾˌivolɐmˈeɪŋtʃɪ	fɾˌivɔlɐmˈeɪŋtʃɪ
froixamente	fɾˌoɪksɐmˈeɪŋtʃɪ	fɾoɪksɐmˈeɪŋtʃɪ
frontalmente	fɾˌoŋtaʊmˈeɪŋtʃɪ	fɾˌoŋtaʊmˈeɪŋtʃɪ
frouxamente	fɾˌoʊʃɐmˈeɪŋtʃɪ	fɾoʊʃɐmˈeɪŋtʃɪ
fugazmente	fˌuɡazmˈeɪŋtʃɪ	fˌuɡasmˈeɪŋtʃɪ
fulgurantemente	fˌuwɡuɾˌɐ̃ŋtemˈeɪŋtʃɪ	fˌuwɡuɾɐ̃ŋtʃɪmˈeɪŋtʃɪ
funcionalmente	fˌũŋsɪˌonaʊmˈeɪŋtʃɪ	fˌũŋsɪˌonaʊmˈeɪŋtʃɪ
fundamentadamente	fˌũŋdɐmˌeɪŋtadɐmˈeɪŋtʃɪ	fˌũŋdɐmˌeɪŋtadɐmˈeɪŋtʃɪ
fundamentalmente	fˌũŋdɐmˌeɪŋtaʊmˈeɪŋtʃɪ	fˌũŋdɐmˌeɪŋtaʊmˈeɪŋtʃɪ
fundamente	fˌũŋdɐmˈeɪŋtʃɪ	fũŋdɐmˈeɪŋtʃɪ
furiosamente	fˌuɾiˌozɐmˈeɪŋtʃɪ	fˌuɾiɔzɐmˈeɪŋtʃɪ
furtivamente	fˌuɾtʃivɐmˈeɪŋtʃɪ	fˌuɾtʃivɐmˈeɪŋtʃɪ
futuramente	fˌutuɾɐmˈeɪŋtʃɪ	fˌutuɾɐmˈeɪŋtʃɪ
galantemente	ɡˌalɐ̃ŋtemˈeɪŋtʃɪ	ɡˌalɐ̃ŋtʃɪmˈeɪŋtʃɪ
galhardamente	ɡˌaʎaɾdɐmˈeɪŋtʃɪ	ɡˌaʎaɾdɐmˈeɪŋtʃɪ
garantidamente	ɡˌaɾɐ̃ŋtʃˌidɐmˈeɪŋtʃɪ	ɡˌaɾɐ̃ŋtʃidɐmˈeɪŋtʃɪ
gemente	ʒˌemˈeɪŋtʃɪ	ʒˌemˈeɪŋtʃɪ
generalizadamente	ʒˌeneɾˌalizˌadɐmˈeɪŋtʃɪ	ʒˌeneɾˌalizadɐmˈeɪŋtʃɪ
genericamente	ʒˌeneɾˌikɐmˈeɪŋtʃɪ	ʒˌeneɾikɐmˈeɪŋtʃɪ
generosamente	ʒˌeneɾˌozɐmˈeɪŋtʃɪ	ʒˌeneɾɔzɐmˈeɪŋtʃɪ
geneticamente	ʒˌenetʃˌikɐmˈeɪŋtʃɪ	ʒˌenetʃikɐmˈeɪŋtʃɪ
gentilmente	ʒˌeɪŋtʃiʊmˈeɪŋtʃɪ	ʒˌeɪŋtʃiʊmˈeɪŋtʃɪ
genuinamente	ʒˌenuɪnɐmˈeɪŋtʃɪ	ʒˌenuɪnɐmˈeɪŋtʃɪ
geograficamente	ʒˌeoɡɾˌafikɐmˈeɪŋtʃɪ	ʒˌeoɡɾˌafikɐmˈeɪŋtʃɪ
geologicamente	ʒˌeolˌoʒikɐmˈeɪŋtʃɪ	ʒˌeolˌoʒikɐmˈeɪŋtʃɪ
geometricamente	ʒˌeomˌetɾikɐmˈeɪŋtʃɪ	ʒˌeomˌetɾikɐmˈeɪŋtʃɪ
geralmente	ʒˌeɾaʊmˈeɪŋtʃɪ	ʒˌeɾaʊmˈeɪŋtʃɪ
globalmente	ɡlˌobaʊmˈeɪŋtʃɪ	ɡlˌobaʊmˈeɪŋtʃɪ
gloriosamente	ɡlˌoɾiˌozɐmˈeɪŋtʃɪ	ɡlˌoɾiɔzɐmˈeɪŋtʃɪ
gostosamente	ɡˌostozɐmˈeɪŋtʃɪ	ɡˌostɔzɐmˈeɪŋtʃɪ
governamentalmente	ɡˌoveɾnˌɐmeɪŋtaʊmˈeɪŋtʃɪ	ɡˌoveɾnˌɐmeɪŋtaʊmˈeɪŋtʃɪ
graciosamente	ɡɾˌasiˌozɐmˈeɪŋtʃɪ	ɡɾˌasiɔzɐmˈeɪŋtʃɪ
gradativamente	ɡɾˌadatʃˌivɐmˈeɪŋtʃɪ	ɡɾˌadatʃivɐmˈeɪŋtʃɪ
graduadamente	ɡɾˌaduˌadɐmˈeɪŋtʃɪ	ɡɾˌaduadɐmˈeɪŋtʃɪ
gradualmente	ɡɾˌaduaʊmˈeɪŋtʃɪ	ɡɾˌaduaʊmˈeɪŋtʃɪ
graficamente	ɡɾˌafikɐmˈeɪŋtʃɪ	ɡɾˌafikɐmˈeɪŋtʃɪ
gramaticalmente	ɡɾˌɐmatʃˌikaʊmˈeɪŋtʃɪ	ɡɾˌɐmatʃˌikaʊmˈeɪŋtʃɪ
grandemente	ɡɾˌɐ̃ŋdemˈeɪŋtʃɪ	ɡɾɐ̃ŋdʒɪmˈeɪŋtʃɪ
grandiosamente	ɡɾˌɐ̃ŋdʒiˌozɐmˈeɪŋtʃɪ	ɡɾˌɐ̃ŋdʒiɔzɐmˈeɪŋtʃɪ
gratamente	ɡɾˌatɐmˈeɪŋtʃɪ	ɡɾatɐmˈeɪŋtʃɪ
gratuitamente	ɡɾˌatuɪtɐmˈeɪŋtʃɪ	ɡɾˌatuɪtɐmˈeɪŋtʃɪ
gravemente	ɡɾˌavemˈeɪŋtʃɪ	ɡɾavɪmˈeɪŋtʃɪ
grosseiramente	ɡɾˌoseɪɾɐmˈeɪŋtʃɪ	ɡɾˌoseɪɾɐmˈeɪŋtʃɪ
grotescamente	ɡɾˌoteskɐmˈeɪŋtʃɪ	ɡɾˌoteskɐmˈeɪŋtʃɪ
habilidosamente	ˌabilˌidozɐmˈeɪŋtʃɪ	ˌabilˌidɔzɐmˈeɪŋtʃɪ
habilmente	ˌabiʊmˈeɪŋtʃɪ	ˌabiʊmˈeɪŋtʃɪ
habitualmente	ˌabitˌuaʊmˈeɪŋtʃɪ	ˌabitˌuaʊmˈeɪŋtʃɪ
harmonicamente	ˌaɾmonˌikɐmˈeɪŋtʃɪ	ˌaɾmonikɐmˈeɪŋtʃɪ
harmoniosamente	ˌaɾmonˌiozɐmˈeɪŋtʃɪ	ˌaɾmonˌiɔzɐmˈeɪŋtʃɪ
hereditariamente	ˌeɾedʒˌitaɾˌiɐmˈeɪŋtʃɪ	ˌeɾedʒˌitaɾiɐmˈeɪŋtʃɪ
hermeticamente	ˌeɾmetʃˌikɐmˈeɪŋtʃɪ	ˌeɾmetʃikɐmˈeɪŋtʃɪ
heroicamente	ˌeɾoɪkɐmˈeɪŋtʃɪ	ˌeɾɔɪkɐmˈeɪŋtʃɪ
hesitantemente	ˌezitˌɐ̃ŋtemˈeɪŋtʃɪ	ˌezitɐ̃ŋtʃɪmˈeɪŋtʃɪ
heuristicamente	ˌeʊɾistʃˌikɐmˈeɪŋtʃɪ	ˌeʊɾistʃikɐmˈeɪŋtʃɪ
hidraulicamente	ˌidɾaʊlˌikɐmˈeɪŋtʃɪ	ˌidɾaʊlikɐmˈeɪŋtʃɪ
hierarquicamente	ˌieɾˌaɾkikɐmˈeɪŋtʃɪ	ˌieɾˌaɾkikɐmˈeɪŋtʃɪ
hieraticamente	ˌieɾˌatʃikɐmˈeɪŋtʃɪ	ˌieɾˌatʃikɐmˈeɪŋtʃɪ
higienicamente	ˌiʒiˌenikɐmˈeɪŋtʃɪ	ˌiʒiˌenikɐmˈeɪŋtʃɪ
hiperbolicamente	ˌipeɾbˌolikɐmˈeɪŋtʃɪ	ˌipeɾbˌolikɐmˈeɪŋtʃɪ
hipocritamente	ˌipokɾˌitɐmˈeɪŋtʃɪ	ˌipokɾitɐmˈeɪŋtʃɪ
hipoteticamente	ˌipotˌetʃikɐmˈeɪŋtʃɪ	ˌipotˌetʃikɐmˈeɪŋtʃɪ
histericamente	ˌisteɾˌikɐmˈeɪŋtʃɪ	ˌisteɾikɐmˈeɪŋtʃɪ
historicamente	ˌistoɾˌikɐmˈeɪŋtʃɪ	ˌistoɾikɐmˈeɪŋtʃɪ
homogeneamente	ˌomoʒˌeneɐmˈeɪŋtʃɪ	ˌomoʒˌeneɐmˈeɪŋtʃɪ
homossexualmente	ˌomosˌeksuaʊmˈeɪŋtʃɪ	ˌomosˌeksuaʊmˈeɪŋtʃɪ
honestamente	ˌonestɐmˈeɪŋtʃɪ	ˌonɛstɐmˈeɪŋtʃɪ
honoravelmente	ˌonoɾˌavɛʊmˈeɪŋtʃɪ	ˌonoɾˌavɛʊmˈeɪŋtʃɪ
honorificamente	ˌonoɾˌifikɐmˈeɪŋtʃɪ	ˌonoɾˌifikɐmˈeɪŋtʃɪ
honradamente	ˌoŋxadɐmˈeɪŋtʃɪ	ˌoŋxadɐmˈeɪŋtʃɪ
honrosamente	ˌoŋxozɐmˈeɪŋtʃɪ	ˌoŋxɔzɐmˈeɪŋtʃɪ
horizontalmente	ˌoɾizˌoŋtaʊmˈeɪŋtʃɪ	ˌoɾizˌoŋtaʊmˈeɪŋtʃɪ
horrendamente	ˌoxeɪŋdɐmˈeɪŋtʃɪ	ˌoxeɪŋdɐmˈeɪŋtʃɪ
horrivelmente	ˌoxivɛʊmˈeɪŋtʃɪ	ˌoxivɛʊmˈeɪŋtʃɪ
hostilmente	ˌostʃiʊmˈeɪŋtʃɪ	ˌostʃiʊmˈeɪŋtʃɪ
humanamente	ˌumɐnɐmˈeɪŋtʃɪ	ˌumɐ̃nɐmˈeɪŋtʃɪ
humidamente	ˌumidɐmˈeɪŋtʃɪ	ˌumidɐmˈeɪŋtʃɪ
humildemente	ˌumiʊdemˈeɪŋtʃɪ	ˌumiʊdʒɪmˈeɪŋtʃɪ
humildosamente	ˌumiʊdˌozɐmˈeɪŋtʃɪ	ˌumiʊdɔzɐmˈeɪŋtʃɪ
humoristicamente	ˌumoɾˌistʃikɐmˈeɪŋtʃɪ	ˌumoɾˌistʃikɐmˈeɪŋtʃɪ
idealmente	ˌideaʊmˈeɪŋtʃɪ	ˌideaʊmˈeɪŋtʃɪ
identicamente	ˌideɪŋtʃˌikɐmˈeɪŋtʃɪ	ˌideɪŋtʃikɐmˈeɪŋtʃɪ
ideologicamente	ˌideˌoloʒˌikɐmˈeɪŋtʃɪ	ˌideˌoloʒikɐmˈeɪŋtʃɪ
idilicamente	ˌidʒilˌikɐmˈeɪŋtʃɪ	ˌidʒilikɐmˈeɪŋtʃɪ
idolatradamente	ˌidolˌatɾadɐmˈeɪŋtʃɪ	ˌidolˌatɾadɐmˈeɪŋtʃɪ
ignobilmente	ˌiɡnobiʊmˈeɪŋtʃɪ	ˌiɡnobiʊmˈeɪŋtʃɪ
ignorantemente	ˌiɡnoɾˌɐ̃ŋtemˈeɪŋtʃɪ	ˌiɡnoɾɐ̃ŋtʃɪmˈeɪŋtʃɪ
igualmente	ˌiɡwaʊmˈeɪŋtʃɪ	ˌiɡwaʊmˈeɪŋtʃɪ
ilegalmente	ˌileɡaʊmˈeɪŋtʃɪ	ˌileɡaʊmˈeɪŋtʃɪ
ilegitimamente	ˌileʒˌitʃimɐmˈeɪŋtʃɪ	ˌileʒˌitʃimɐmˈeɪŋtʃɪ
ilicitamente	ˌilisˌitɐmˈeɪŋtʃɪ	ˌilisitɐmˈeɪŋtʃɪ
ilimitadamente	ˌilimˌitadɐmˈeɪŋtʃɪ	ˌilimˌitadɐmˈeɪŋtʃɪ
ilusoriamente	ˌiluzˌoɾiɐmˈeɪŋtʃɪ	ˌiluzˌoɾiɐmˈeɪŋtʃɪ
imaculadamente	ˌimakˌuladɐmˈeɪŋtʃɪ	ˌimakˌuladɐmˈeɪŋtʃɪ
imaginariamente	ˌimaʒˌinaɾˌiɐmˈeɪŋtʃɪ	ˌimaʒˌinaɾiɐmˈeɪŋtʃɪ
imaterialmente	ˌimatˌeɾiaʊmˈeɪŋtʃɪ	ˌimatˌeɾiaʊmˈeɪŋtʃɪ
imbecilmente	ˌimbesiʊmˈeɪŋtʃɪ	ˌimbesiʊmˈeɪŋtʃɪ
imediatamente	ˌimedʒˌiatɐmˈeɪŋtʃɪ	ˌimedʒˌiatɐmˈeɪŋtʃɪ
imensamente	ˌimeɪŋsɐmˈeɪŋtʃɪ	ˌimeɪŋsɐmˈeɪŋtʃɪ
imerecidamente	ˌimeɾˌesidɐmˈeɪŋtʃɪ	ˌimeɾˌesidɐmˈeɪŋtʃɪ
imodestamente	ˌimodˌestɐmˈeɪŋtʃɪ	ˌimodɛstɐmˈeɪŋtʃɪ
impacientemente	ˌimpasˌieɪŋtemˈeɪŋtʃɪ	ˌimpasˌieɪŋtʃɪmˈeɪŋtʃɪ
imparcialmente	ˌimpaɾsˌiaʊmˈeɪŋtʃɪ	ˌimpaɾsˌiaʊmˈeɪŋtʃɪ
impassivamente	ˌimpasˌivɐmˈeɪŋtʃɪ	ˌimpasivɐmˈeɪŋtʃɪ
impassivelmente	ˌimpasˌivɛʊmˈeɪŋtʃɪ	ˌimpasˌivɛʊmˈeɪŋtʃɪ
impavidamente	ˌimpavˌidɐmˈeɪŋtʃɪ	ˌimpavidɐmˈeɪŋtʃɪ
impecavelmente	ˌimpekˌavɛʊmˈeɪŋtʃɪ	ˌimpekˌavɛʊmˈeɪŋtʃɪ
impenetravelmente	ˌimpenˌetɾavɛʊmˈeɪŋtʃɪ	ˌimpenˌetɾavɛʊmˈeɪŋtʃɪ
impenitentemente	ˌimpenˌiteɪŋtemˈeɪŋtʃɪ	ˌimpenˌiteɪŋtʃɪmˈeɪŋtʃɪ
impensadamente	ˌimpeɪŋsˌadɐmˈeɪŋtʃɪ	ˌimpeɪŋsadɐmˈeɪŋtʃɪ
imperativamente	ˌimpeɾˌatʃivɐmˈeɪŋtʃɪ	ˌimpeɾˌatʃivɐmˈeɪŋtʃɪ
imperceptivelmente	ˌimpeɾsˌeptʃivɛʊmˈeɪŋtʃɪ	ˌimpeɾsˌeptʃivɛʊmˈeɪŋtʃɪ
impercetivelmente	ˌimpeɾsˌetʃivɛʊmˈeɪŋtʃɪ	ˌimpeɾsˌetʃivɛʊmˈeɪŋtʃɪ
imperdoavelmente	ˌimpeɾdˌoavɛʊmˈeɪŋtʃɪ	ˌimpeɾdˌoavɛʊmˈeɪŋtʃɪ
imperfeitamente	ˌimpeɾfˌeɪtɐmˈeɪŋtʃɪ	ˌimpeɾfeɪtɐmˈeɪŋtʃɪ
imperialmente	ˌimpeɾˌiaʊmˈeɪŋtʃɪ	ˌimpeɾˌiaʊmˈeɪŋtʃɪ
imperiosamente	ˌimpeɾˌiozɐmˈeɪŋtʃɪ	ˌimpeɾˌiɔzɐmˈeɪŋtʃɪ
impertinentemente	ˌimpeɾtʃˌineɪŋtemˈeɪŋtʃɪ	ˌimpeɾtʃˌineɪŋtʃɪmˈeɪŋtʃɪ
imperturbavelmente	ˌimpeɾtˌuɾbavɛʊmˈeɪŋtʃɪ	ˌimpeɾtˌuɾbavɛʊmˈeɪŋtʃɪ
impetuosamente	ˌimpetwˌozɐmˈeɪŋtʃɪ	ˌimpetwɔzɐmˈeɪŋtʃɪ
impiamente	ˌimpiɐmˈeɪŋtʃɪ	ˌimpiɐmˈeɪŋtʃɪ
impiedosamente	ˌimpiˌedozɐmˈeɪŋtʃɪ	ˌimpiˌedɔzɐmˈeɪŋtʃɪ
implacavelmente	ˌimplakˌavɛʊmˈeɪŋtʃɪ	ˌimplakˌavɛʊmˈeɪŋtʃɪ
implemente	ˌimplemˈeɪŋtʃɪ	implɪmˈeɪŋtʃɪ
implicitamente	ˌimplisˌitɐmˈeɪŋtʃɪ	ˌimplisitɐmˈeɪŋtʃɪ
imponderavelmente	ˌimpoŋdˌeɾavɛʊmˈeɪŋtʃɪ	ˌimpoŋdˌeɾavɛʊmˈeɪŋtʃɪ
imponentemente	ˌimponˌeɪŋtemˈeɪŋtʃɪ	ˌimponeɪŋtʃɪmˈeɪŋtʃɪ
importunamente	ˌimpoɾtˌunɐmˈeɪŋtʃɪ	ˌimpoɾtunɐmˈeɪŋtʃɪ
impotentemente	ˌimpotˌeɪŋtemˈeɪŋtʃɪ	ˌimpoteɪŋtʃɪmˈeɪŋtʃɪ
impressivamente	ˌimpɾesˌivɐmˈeɪŋtʃɪ	ˌimpɾesivɐmˈeɪŋtʃɪ
impreterivelmente	ˌimpɾetˌeɾivɛʊmˈeɪŋtʃɪ	ˌimpɾetˌeɾivɛʊmˈeɪŋtʃɪ
imprevistamente	ˌimpɾevˌistɐmˈeɪŋtʃɪ	ˌimpɾevistɐmˈeɪŋtʃɪ
improficuamente	ˌimpɾofˌikuɐmˈeɪŋtʃɪ	ˌimpɾofˌikuɐmˈeɪŋtʃɪ
impropriamente	ˌimpɾopɾˌiɐmˈeɪŋtʃɪ	ˌimpɾopɾiɐmˈeɪŋtʃɪ
imprudentemente	ˌimpɾudˌeɪŋtemˈeɪŋtʃɪ	ˌimpɾudeɪŋtʃɪmˈeɪŋtʃɪ
impudentemente	ˌimpudˌeɪŋtemˈeɪŋtʃɪ	ˌimpudeɪŋtʃɪmˈeɪŋtʃɪ
impulsivamente	ˌimpuwsˌivɐmˈeɪŋtʃɪ	ˌimpuwsivɐmˈeɪŋtʃɪ
impunemente	ˌimpunemˈeɪŋtʃɪ	ˌimpunɪmˈeɪŋtʃɪ
imundamente	ˌimũŋdɐmˈeɪŋtʃɪ	ˌimũŋdɐmˈeɪŋtʃɪ
inabalavelmente	ˌinabˌalavɛʊmˈeɪŋtʃɪ	ˌinabˌalavɛʊmˈeɪŋtʃɪ
inacreditavelmente	ˌinakɾˌedʒitˌavɛʊmˈeɪŋtʃɪ	ˌinakɾˌedʒitˌavɛʊmˈeɪŋtʃɪ
inadequadamente	ˌinadˌekwadɐmˈeɪŋtʃɪ	ˌinadˌekwadɐmˈeɪŋtʃɪ
inadvertidamente	ˌinadvˌeɾtʃidɐmˈeɪŋtʃɪ	ˌinadvˌeɾtʃidɐmˈeɪŋtʃɪ
inalteravelmente	ˌinaʊtˌeɾavɛʊmˈeɪŋtʃɪ	ˌinaʊtˌeɾavɛʊmˈeɪŋtʃɪ
inarticuladamente	ˌinaɾtʃˌikulˌadɐmˈeɪŋtʃɪ	ˌinaɾtʃˌikuladɐmˈeɪŋtʃɪ
inarticularmente	ˌinaɾtʃˌikulaɾmˈeɪŋtʃɪ	ˌinaɾtʃˌikulaɾmˈeɪŋtʃɪ
inatamente	ˌinatɐmˈeɪŋtʃɪ	ˌinatɐmˈeɪŋtʃɪ
inativamente	ˌinatʃˌivɐmˈeɪŋtʃɪ	ˌinatʃivɐmˈeɪŋtʃɪ
incansavelmente	ˌiŋkɐ̃ŋsˌavɛʊmˈeɪŋtʃɪ	ˌiŋkɐ̃ŋsˌavɛʊmˈeɪŋtʃɪ
incertamente	ˌiŋseɾtɐmˈeɪŋtʃɪ	ˌiŋsɛɾtɐmˈeɪŋtʃɪ
incessantemente	ˌiŋsesˌɐ̃ŋtemˈeɪŋtʃɪ	ˌiŋsesɐ̃ŋtʃɪmˈeɪŋtʃɪ
incestuosamente	ˌiŋsestwˌozɐmˈeɪŋtʃɪ	ˌiŋsestwɔzɐmˈeɪŋtʃɪ
inchadamente	ˌiŋʃadɐmˈeɪŋtʃɪ	ˌiŋʃadɐmˈeɪŋtʃɪ
incidentalmente	ˌiŋsidˌeɪŋtaʊmˈeɪŋtʃɪ	ˌiŋsidˌeɪŋtaʊmˈeɪŋtʃɪ
incipientemente	ˌiŋsipˌieɪŋtemˈeɪŋtʃɪ	ˌiŋsipˌieɪŋtʃɪmˈeɪŋtʃɪ
incisivamente	ˌiŋsizˌivɐmˈeɪŋtʃɪ	ˌiŋsizivɐmˈeɪŋtʃɪ
incitativamente	ˌiŋsitˌatʃivɐmˈeɪŋtʃɪ	ˌiŋsitˌatʃivɐmˈeɪŋtʃɪ
incivilmente	ˌiŋsiviʊmˈeɪŋtʃɪ	ˌiŋsiviʊmˈeɪŋtʃɪ
